NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,B10,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,C21,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,C25,C26,C7,D1_1,D1_2,D2,D3,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,G1,G2,G20,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,H2,H3,WGT1,S_Gender,S_Age,S_Ethnicity,S_Education,S_Income
2018018729,2,1,1,2,2,1,2,1,2,98,2,2,1,2,2,1,99,2, , ,2,3,2,1,98,2,2,3,3,1,1,1,1,3,3,1,1,2,2,2,1,2,10,2,1,1,1,2,3,3,3,1,98,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2, ,2, ,10,5,7,1,98,98,2,1,5,98,3,2,98,2,1,0.910655279,1,3,1,1,2
2018018731,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,10,98, , ,98,3,2,1,4,2,2,1,1,1,1,1, ,1,1,1,1,2,2,2,2,1,7,2,2,6,6,3,2,3,3,3,6,98,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , ,6,4,4,1,98,2,1,2,5,98,3,3,2,1,1,0.609443224,2,3,1,2,3
2018018733,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,5,98, , ,2,3,1,1,4,2,2,1,1,3,1,1, ,1,1,3,1,2,1,2,2,3,8,1,2,8,6,2,3,1,1,5,8,1,3,4,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,5,5,1,98,2,98,1,1,2,3,1,2,1,1,0.910655279,1,3,1,1,1
2018018749,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,9,98, , ,2,3,1,1,4,2,2,3,3,2,1,1,1,2,1,1,1,2,1,1,1,2,5,1,2,8,6,3,2,3,3,1,5,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2, ,1, ,6,4,5,1,2,3,1,1,1,98,3,1,98,1,1,0.609443224,2,3,1,2,2
2018018765,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,1,2, , ,2,3,1,1,5,2,2,3,1,1,3,2,2,1,1,3,3,2,2,2,1,1,7,2,2,7,4,3,2,1,1,3,8,98,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, ,2, ,6,3,6,1,2,3,98,2,98,1,1,98,4,1,1,1.493157591,1,2,1,1,1
2018018776,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2, , ,2,4,2,1,4,2,2,1,1,3,3,1, ,1,1,2,1,2,2,2,2,2,7,2,2,2,2,2,1,3,98,2,2,2,2,3,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2, ,1, ,3,2,2,98,98,98,1,1,2,1,1,1,2,1,1,0.609443224,1,3,1,2,2
2018018777,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,9,2, , ,2,3,1,1,4,2,98,2,2,2,1,1,1,3,2,1,1,2,1,1,1,5,5,2,2,7,7,98,2,3,98,4,7,2,3,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2, ,2, ,4,3,5,1,2,98,1,1,1,98,98,3,98,1,1,0.910655279,2,3,1,1,2
2018018783,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,8,98, , ,98,2,2,1,4,2,2,1,1,3,1,1, ,1,2,3,1,2,1,1,2,2,9,2,1,10,98,3,3,3,1,6,7,1,3,3,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2, ,1, ,9,6,6,1,2,3,1,2,1,2,98,2,3,1,1,0.609443224,1,3,1,2,2
2018018790,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,7,2, , ,2,3,1,1,3,2,98,2,3,3,2,1,1,3,1,2,1,1,2,2,1,3,10,2,2,8,5,98,2,3,2,5,8,1,3,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,5,6,1,98,98,1,1,98,98,1,1,98,2,2,1.493157591,1,2,1,1,3
2018018803,2,1,1,98,98,98,98,98,98,98,98,98,98,98,98,1,98,98, , ,98,98,98,1,5,2,2,3,99,1,1,1,2,98,1,1,1,98,98,98,98,98, ,1,2,98,98,98,98,3,3,98,98,98,3,98,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,98,2,4,1,98,98,2,1,98,98,98,98,98,2,2,0.910655279,2,3,1,1,3
2018018809,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,6,98, , ,2,2,1,1,4,1,1,1,1,3,1,1, ,1,1,3,1,2,2,2,2,1,10,2,2,8,2,2,2,3,1,1,1,98,4,4,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, ,2, ,7,5,4,1,2,2,1,2,1,1,1,1,3,1,1,0.874876747,1,2,1,2,3
2018018829,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,9,2, , ,2,2,1,1,5,2,2,2,3,3,1,1,2,2,1,1,1,2,1,1,2,2,7,1,2,8,3,3,2,1,1,3,3,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2, ,2, ,7,5,5,1,2,3,1,2,1,3,2,3,4,2,1,0.609443224,1,3,1,2,2
2018018846,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,98, , ,2,3,2,2, , , ,1,3,1,1,1, ,2,1,1,1,2,1,1,1,2,10,2,2,5,3,98,2,3,3,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,5,3,5,1,2,3,1,1,5,98,3,2,2,2,1,0.910655279,1,3,1,1,1
2018018848,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,10,2, , ,2,3,2,1,5,2,2,1,1,3,1,1, ,1,1,2,1,2,2,2,2,1,10,2,2,8,7,3,2,3,3,5,8,1,3,3,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2, ,1, ,8,6,6,1,2,2,1,2,1,2,3,3,4,2,1,0.609443224,1,3,1,2,2
2018018872,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2, , ,2,4,2,1,4,2,98,2,2,2,2,1,1,1,1,3,3,1,1,2,2,1,8,2,2,8,1,3,3,3,1,6,3,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2, ,2, ,7,6,5,1,2,3,1,1,1,1,3,2,3,1,1,0.874876747,1,2,2,2,2
2018018894,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,7,2, , ,2,2,1,1,4,2,2,2,3,3,1,1,1,3,3,1,1,98,1,1,98,98, ,2,1,8,8,2,2,3,3,4,8,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1, ,2,2,8,5,5,1,2,1,2,2,1,2,3,3,2,1,1,0.609443224,1,3,1,2,3
2018018905,2,1,1,1,1,98,98,1,98,2,98,98,98,98,98,2,98,98, , ,2,3,2,1,4,2,2,3,3,1,2,1,1,2,2,2,1,98,98,98,98,98, ,2,2,3,3,1,2,3,98,4,2,2,2,4,98,2,1,2,1,2,2,98,98,2,98,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,1,2,2,2,2,2,1,2,98,98,1,98,98,1,1,1.566607663,2,1,1,2,3
2018018909,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,10,98, , ,2,3,1,1,4,2,98,2,3,3,1,1,1,2,2,3,2,1,1,1,2,4,7,2,2,9,8,4,2,1,1,5,8,1,3,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2, ,2, ,8,6,6,1,2,3,1,1,1,1,1,2,2,1,1,0.874876747,1,2,1,2,3
2018018921,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,4,2, , ,1,3,1,1,5,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,1,2,10,1,2,9,9,3,3,3,3,1,8,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,7,5,6,1,2,98,1,1,1,98,98,98,4,2,2,0.609443224,2,3,1,2,1
2018018928,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,3,8,98, , ,98,2,1,1,3,2,1,1,2,3,1,1, ,2,2,1,1,1,1,1,1,3,8,2,2,7,7,3,2,3,1,5,5,2,3,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2, ,2, ,7,5,5,1,2,2,1,2,1,2,3,1,98,1,1,0.609443224,2,3,1,2,3
2018018944,2,1,1,1,98,1,2,98,2,2,2,2,98,2,2,2,7,98, , ,2,3,2,1,4,2,2,1,1,2,1,1, ,1,1,2,1,2,2,98,1,98, ,2,2,5,4,98,3,3,3,5,5,2,1,2,2,2,1,98,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,5,6,1,98,2,2,1,98,98,3,2,2,1,1,0.609443224,2,3,1,2,3
2018018958,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,4,9,2, , ,2,2,1,1,5,2,2,1,2,3,1,1, ,1,2,3,3,2,1,1,1,2,10,2,1,8,5,3,2,3,1,5,5,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,9,6,6,1,2,2,1,2,1,2,3,3,4,1,1,0.609443224,1,3,1,2,3
2018018964,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,7,1,2, ,2,3,1,1,98,2,98,2,2,3,1,1,1,2,1,1,1,2,2,2,2,1,10,1,1,9,6,2,2,3,3,4,8,98,3,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1, ,2,2,8,5,6,1,4,2,1,2,5,98,3,1,3,1,1,0.910655279,2,3,1,1,1
2018018984,2,2,1,98,2,2,2,2,2,1,2,98,2,2,2,1,98,2, , ,2,98,3,2, , , ,1,1,2,1,1, ,1,1,1,1,2,2,2,2,1,98,2,2,99,98,98,98,3,3,7,99,2,4,5,2,2,2,2,2,2,2,99,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,98, , , ,99,1,99,99,99,99,1,1,98,98,98,3,99,2,1,0.609443224,1,3,1,2,2
2018018992,1,1,1,1,1,1,1,2,2,1,1,2,1,98,2,3,10,2, , ,2,3,1,1,98,2,2,3,3,2,1,1,2,3,2,1,1,1,2,1,1,98, ,2,2,10,10,98,2,3,98,1,8,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,10,5,5,1,2,2,1,1,1,2,3,98,4,2,1,0.609443224,1,3,1,2,3
2018019022,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,8,2, , ,1,2,1,1,3,2,2,3,3,1,1,1,1,1,1,1,1,2,2,1,1,5,7,1,2,9,5,2,3,3,3,6,7,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,1, ,6,5,6,1,2,2,1,1,4,2,98,3,3,1,1,0.609443224,1,3,2,2,3
2018019061,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,5,1,1,2,98,2,98,1,3,1,1,3,3,2,3,3,1,3,2,2,3,1,2,2,2,4,8,2,1,5,7,2,2,2,3,4,6,1,3,3,1,1,1,98,98,2,1,98,1,98,98,1,1,1,1,1,98,2,98,1,1,98,98,1, ,1,1,7,5,5,2,3,2,1,98,1,2,2,1,3,98,1,1.566607663,1,1,2,2,1
2018019076,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,7,1,2, ,2,3,2,1,5,2,2,1,1,3,1,1, ,1,1,3,2,2,1,2,2,1,8,2,2,2,2,3,2,3,98,6,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2, , , ,5,5,4,1,98,2,1,2,98,98,98,98,2,2,1,0.910655279,2,3,1,1,1
2018019079,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,7,2, , ,2,3,2,1,5,2,98,1,2,2,1,1, ,1,2,2,1,2,2,1,1,2,3,2,2,4,3,3,2,3,1,2,3,2,3,3,2,1,1,2,1,1,98,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2, , , ,4,3,4,1,2,98,1,2,1,2,1,98,4,1,1,0.609443224,1,3,1,2,3
2018019081,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6,98, , ,1,3,1,1,4,2,2,1,1,2,1,1, ,1,1,1,1,2,98,1,2,98, ,2,2,8,7,3,2,3,1,3,8,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,7,5,5,1,2,2,1,1,1,98,98,1,3,2,1,0.910655279,1,3,2,1,2
2018019084,2,1,1,2,2,2,2,2,2,2,98,2,2,2,1,1,5,98, , ,2,3,2,1,5,2,2,2,3,2,1,1,1,3,1,1,1,2,1,2,1,4,7,1,1,8,8,3,2,1,1,3,7,1,3,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2, ,2, ,8,5,5,1,2,2,1,2,4,1,98,2,3,1,1,0.609443224,1,3,1,2,1
2018019087,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,5,1,1,1,1,1,2,1,3,1,1,98,98,3,3,98, ,2,2,2,2,1,1,1,1,4,8,1,1,8,8,3,3,2,2,5,7,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,8,5,6,2,1,2,1,2,1,2,1,2,2,1,1,1.566607663,1,1,1,2,2
2018019093,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,5,1,2, ,1,1,2,1,4,1,1,2,3,3,3,2,1,3,2,3,3,1,1,1,1,4,10,1,1,9,8,3,3,2,1,7,9,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,7,7,1,1,1,1,2,2,2,2,2,3,1,1,0.874876747,1,2,2,2,1
2018019102,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,98,8,98, , ,98,2,98,1,5,2,2,3,2,1,1,1,2,99,99,99,99,2,1,2,1,3,8,99,99,99,99,3,3,1,1,4,99,99,3,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1, ,1,1,7,5,4,99,99,3,99,99,99,99,99,99,99,2,1,0.609443224,2,3,1,2,2
2018019113,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,6,1,1,1,1,2,1,1,1,1,1,2,3,3,3,3,1,3,3,3,2,1,1,1,1,4,8,1,1,9,6,5,2,2,1,7,8,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,98,1,1,1, ,1,10,7,7,4,4,2,1,1,2,1,1,1,2,1,1,1.493157591,1,2,1,1,1
2018019118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,2,3,3,3,2,1,2,1,3,3,1,1,1,1,4,4,1,1,2,5,5,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,7,1,3,2,1,1,1,3,1,2,1,1,1,2.714459446,1,1,1,1,1
2018019124,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,4,98, , ,98,3,98,1,3,2,1,1,1,3,2,2, ,1,1,3,1,2,2,2,1,98, ,2,2,9,9,98,2,3,3,3,7,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,6,4,3,1,2,98,98,1,98,98,98,98,98,1,1,0.874876747,1,2,1,2,2
2018019128,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2, ,1,2,2,1,5,2,2,1,2,3,1,1, ,1,3,3,1,2,1,1,2,2,10,2,2,9,9,3,3,1,1,4,8,2,4,3,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1, ,2,2,10,5,6,1,2,2,2,2,1,98,1,1,4,2,1,0.609443224,1,3,1,2,2
2018019136,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,5,98, , ,2,2,1,1,5,2,1,3,2,2,1,1,1,2,3,1,1,2,98,1,1,5,7,1,1,8,8,4,2,3,3,5,8,2,2,2,1,1,1,1,2,1,1,1,1,1,1,98,98,1,98,98,2,2,2,1,1,1,1,1, ,1,98,7,6,6,1,2,3,98,1,1,3,3,3,2,1,1,0.874876747,1,2,1,2,2
2018019146,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,3,9,98, , ,98,3,98,1,4,2,2,2,3,1,1,1,1,3,1,1,1,2,1,98,2,98, ,2,2,8,7,2,2,3,98,3,8,1,3,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,7,5,5,1,2,98,1,1,2,98,3,1,2,2,1,0.609443224,2,3,1,2,2
2018019156,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,4,7,2, , ,2,3,2,1,4,2,2,1,2,3,1,1, ,1,2,2,1,2,1,1,2,3,8,2,2,7,6,3,2,3,98,2,98,98,2,3,1,1,1,1,1,2,98,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1, ,2,2,10,6,6,99,99,2,1,1,1,1,3,2,3,1,1,0.609443224,1,3,1,2,3
2018019160,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,2, , ,2,3,1,1,4,2,2,3,3,2,2,3,2,2,3,2,2,2,1,1,2,4,8,2,1,8,8,2,2,1,3,6,8,2,2,3,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2, , , ,8,6,6,2,2,2,1,2,2,2,1,3,4,1,1,1.566607663,1,1,1,2,2
2018019162,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2, , ,2,1,2,1,3,1,1,2,2,3,1,1,1,3,3,2,3,1,2,1,2,4,9,2,2,10,10,4,3,2,1,6,8,2,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2, ,1, ,8,5,6,1,2,2,1,1,98,1,2,2,1,1,2,2.714459446,1,1,1,1,3
2018019165,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,4,7,2, , ,2,2,2,1,5,2,2,1,2,3,1,1, ,3,1,3,1,1,1,1,1,4,9,2,2,9,9,3,2,1,1,2,9,1,1,3,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2, ,2, ,8,4,7,1,2,2,1,2,1,2,98,3,98,1,1,0.874876747,1,2,1,2,2
2018019173,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2, , ,1,3,2,1,5,2,1,2,2,2,3,3,1,2,2,3,2,2,1,2,2,4,5,1,1,8,7,4,3,1,1,6,8,1,3,2,1,2,1,1,1,2,2,2,1,2,2,98,2,1,1,2,2,1,2,2,1,2,2,98, , , ,3,4,5,1,2,3,1,1,1,2,2,2,1,1,1,2.714459446,1,1,2,1,1
2018019174,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,4,2, , ,2,3,2,1,3,2,2,1,2,3,2,2, ,1,2,2,1,2,2,1,1,2,4,2,2,8,8,3,2,3,1,2,7,1,3,3,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,8,6,6,1,2,2,1,2,1,3,1,98,4,1,1,0.910655279,1,3,1,1,2
2018019186,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,4,4,2, , ,2,2,1,1,5,2,2,1,1,3,3,1, ,1,1,2,3,2,1,1,2,2,9,2,2,8,6,3,3,1,1,3,4,2,1,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2, ,1, ,7,4,5,1,2,3,1,2,98,1,1,3,4,1,2,0.874876747,1,2,1,2,3
2018019189,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,5,1,2, ,1,2,2,1,3,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,7,1,1,5,4,2,2,1,1,5,4,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1, , ,7,5,5,1,2,1,1,1,1,2,2,1,1,1,1,0.874876747,1,2,1,2,3
2018019204,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,2, , ,2,1,1,1,5,2,1,1,1,3,1,1, ,1,1,3,3,2,2,2,1,2,8,2,2,10,6,4,2,2,2,1,9,1,3,3,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2, ,1, ,7,5,6,1,2,2,1,2,1,2,1,98,4,1,1,1.493157591,1,2,1,1,2
2018019207,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2, , ,98,3,2,1,4,2,2,1,1,3,3,1, ,1,1,3,1,2,1,2,2,2,8,1,2,4,1,3,3,1,3,1,6,1,3,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2, ,1, ,10,5,6,1,98,2,1,1,98,98,3,3,98,2,1,2.714459446,2,1,1,1,2
2018019217,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,7,2, , ,2,4,2,1,5,2,2,2,3,2,1,1,1,3,1,1,1,2,2,1,1,2,10,1,1,1,1,2,2,3,3,5,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2, ,2, ,8,5,6,2,2,2,2,2,98,98,98,1,3,1,1,0.910655279,1,3,1,1,1
2018019250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,5,98, , ,2,3,1,1,4,2,2,2,2,2,1,1,1,1,1,2,1,2,1,98,1,3,6,2,2,8,6,2,2,3,2,4,7,98,3,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1, ,2,2,7,5,5,1,2,2,1,2,1,98,3,98,4,2,1,0.910655279,1,3,1,1,1
2018019251,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,6,98, , ,98,3,1,1,5,2,2,1,1,3,1,1, ,1,1,3,1,2,1,2,2,98, ,2,2,8,7,3,3,1,1,3,5,98,3,3,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2, ,2, ,8,6,6,1,2,3,1,2,1,2,3,3,3,1,1,0.609443224,1,3,1,2,3
2018019255,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,4,7,98, , ,2,3,1,1,5,2,2,2,2,3,1,1,1,2,1,3,1,2,1,2,2,2,8,2,2,10,10,3,2,3,3,6,10,1,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, ,2, ,8,6,7,2,2,2,2,2,98,2,98,98,98,1,2,0.874876747,2,2,1,2,3
2018019263,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,6,2, , ,2,3,2,2, , , ,2,2,3,3,2,1,3,2,1,2,1,1,1,1,5,10,1,1,8,8,2,3,1,1,4,10,1,3,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1, ,1,1,10,7,6,2,2,1,1,1,1,2,3,2,4,1,1,0.874876747,1,2,1,2,1
2018019264,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,98, , ,2,3,98,1,3,2,2,3,1,1,1,1,2,2,2,1,1,98,98,1,2,4,7,2,2,4,5,2,2,3,1,6,3,2,2,2,2,1,98,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2, ,1, ,6,4,4,4,2,2,1,1,1,98,3,1,3,1,1,0.874876747,2,2,1,2,1
2018019266,2,1,1,2,2,1,98,2,2,2,2,2,2,2,2,1,6,2, , ,2,3,1,1,3,2,2,1,1,1,1,1, ,1,1,1,1,98,2,1,98,98, ,98,2,98,98,98,2,3,3,4,98,98,98,5,2,2,98,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , ,8,5,4,98,98,98,1,2,98,98,98,98,98,2,1,0.910655279,2,3,1,1,2
2018019270,2,98,1,2,2,1,2,2,2,1,2,2,2,2,2,98,3,98, , ,98,3,1,1,3,2,98,3,2,1,1,1,98,2,2,1,1,98,98,1,98,3,3,1,98,5,4,3,2,98,98,4,5,1,3,2,98,1,98,98,98,98,98,1,1,99,99,99,99,99,99,99,2,2,2,2,1,1,2,1, , ,2,6,3,4,1,2,98,98,1,3,1,2,1,2,1,1,1.493157591,1,2,1,1,3
2018019271,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,3,8,1,2, ,98,3,2,1,98,2,2,3,2,2,3,1,2,2,1,2,1,1,1,98,1,3,6,1,2,6,5,3,2,3,98,98,5,2,3,3,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2, ,1, ,7,4,5,1,2,2,2,2,98,98,1,2,98,1,1,0.874876747,1,2,2,2,3
2018019276,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,9,2, , ,2,3,1,1,4,2,2,3,2,2,1,1,1,3,2,1,1,2,98,1,1,3,9,1,2,8,8,2,2,3,3,5,7,2,3,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2, ,2, ,7,4,5,1,2,2,1,2,1,2,3,3,4,2,2,0.609443224,1,3,1,2,3
2018019280,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,9,1,1,2,2,1,1,1,5,2,98,3,3,3,3,3,1,2,2,3,3,2,1,2,2,2,10,2,2,10,10,2,3,2,1,7,10,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2, ,1, ,10,7,7,1,2,2,1,1,1,1,1,2,1,1,2,0.609443224,1,3,2,2,2
2018019292,1,1,1,1,1,1,98,1,98,99,98,98,98,98,98,1,7,98, , ,2,3,98,1,4,2,2,3,1,1,1,1,2,2,1,1,1,2,1,98,1,98, ,2,2,8,5,98,2,3,3,2,8,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2, , , ,6,7,7,1,2,2,1,2,1,98,98,3,3,2,2,0.609443224,2,3,1,2,3
